name,text
Hillary,Now that's pretty rich coming from a guy who paid $0 in taxes for 18 years: https://t.co/N6iaVvbYJQ https://t.co/fc5imqnAi5
Hillary,"""Vote!"" —@EvaLongoria

Tag a friend who should see this message. https://t.co/tTgeqxNqYm https://t.co/YzLwZVgIXu"
Hillary,In @Newsweek: A Pres Trump could not conduct US foreign policy w/o affecting his personal bank account.  https://t.co/A1Xw4IlxUX
Barry,"""Our immigration system has been broken for a very long time, and everyone knows it."" —President Obama #ImmigrationAction"
Barry,Today is a great day to #GetCovered: http://t.co/byEF3kuhPO
Barry,"""We still have more to do to make sure that people with disabilities are paid fairly for their labor."" —President Obama #ADA25"
Hillary,"""You do not try to keep American democracy in 'suspense.’ Too many people have fought and marched and died for this democracy.” —@FLOTUS"
Barry,Don't pass this up—enter now: https://t.co/aIOZd4OfIH https://t.co/OgOyee6i4i
Don,"@TeamCavuto  It was a 3 day train ride to Vietnam, not 3 hours!"
Don,Happy St. Patrick's Day! <U+2618><U+FE0F> https://t.co/GEGdysOWFB
Barry,MIDNIGHT DEADLINE: Chip in now to keep pushing this movement forward. http://t.co/4WrpJWXTYH
Don,#AmericaFirst –@CLewandowski_ :The media doesn’t want to give @realDonaldTrump the credit for once again exerting American dominance on the world stage &amp; reminding everyone how great a superpower we are. He's leading the world as it’s supposed to be done. #MAGA #TrumpTrain #Dobbs https://t.co/d2tAysEtmH
Barry,Students should be able to get an education without taking on decades' worth of student loan debt. #SOTU https://t.co/taytxY39tM
Don,"While you may never personally become addicted, the chances of knowing someone who struggles with it are high. If you, or someone you know needs help, please be brave enough to ask, or strong enough to stand with them as they fight through the disease. https://t.co/gWTyC0SQXG"
Hillary,"A little girl power in Pasadena...
https://t.co/nqNAMl16yS https://t.co/jdWhdXHL4Y"
Barry,"Through faith, love, and resolve the character of the people of Manchester has shown itself.  Our thoughts &amp; prayers are with you. https://t.co/rZyZaQVWT2"
Don,"Harry Reid, when he was sane, agreed with us on Birthright Citizenship! https://t.co/ypiE1QWKag"
Hillary,"""I still have nightmares. And they are very real"" — A soldier who struggled with PTSD educates @realDonaldTrump https://t.co/kmyfyi4VYL https://t.co/4QaXMbynMI"
Don,"The NRA is under siege by Cuomo and the New York State A.G., who are illegally using the State’s legal apparatus to take down and destroy this very important organization, &amp; others. It must get its act together quickly, stop the internal fighting, &amp; get back to GREATNESS - FAST!"
Don,"Americans pay 180 percent of what Europeans, Canadians, and Japanese pay for the exact same drugs!

Our seniors aren't going to foot the bill for free-riders abroad any longer, HHS Secretary Alex Azar says. https://t.co/Zj3Bk8lsdE"
Hillary,"Will Ferrell: comedian, actor, just your average millennial. https://t.co/ExfbQX3AS1"
Hillary,“It would be reckless not to consider the damage Mr. Trump might wreak.”—@WashingtonPost: https://t.co/drPNG1ucBX
Barry,Congrats to Chicago and all those who fought to #RaiseTheWage. Boosting paychecks for hard-working Americans is the right thing to do.
Hillary,“We have to face the world as it is but commit ourselves to turning it into what it should be.” —Hillary https://t.co/nEB4qSm2YX
Barry,Be part of the team debunking myths with facts—join the @OFA Truth Team: https://t.co/6z9PgSYuSk https://t.co/51zJn9N8qa
Don,"No matter what information is given to the crazed Democrats from the No Collusion Mueller Report, it will never be good enough. Behind closed doors the Dems are laughing!"
Don,"The Economy is stronger and better than ever before. Importantly, there remains tremendous potential - it will only get better with time!"
Hillary,"It’s Filipino American History Month, so lets honor their many contributions—from serving in WWII to strengthening our labor movement. -H"
Hillary,"""[Hillary] is one of the most qualified people ever to run for the office, and she easily earns our endorsement.” https://t.co/YEHhmQRaDb https://t.co/wfh3bImRPt"
Don,"Remember it was Buzzfeed that released the totally discredited “Dossier,” paid for by Crooked Hillary Clinton and the Democrats (as opposition research), on which the entire Russian probe is based! A very sad day for journalism, but a great day for our Country!"
Don,"Join me this Saturday in Wheeling, West Virginia at 7pmE! Tickets: https://t.co/JyRaBps0eR https://t.co/hiruLIxa7w"
Hillary,"Let’s not be distracted. Let’s continue to stand up, organize, resist, put forth good ideas to improve the existing system &amp; peoples' lives."
Hillary,Tune in! https://t.co/8OP5wp7gwa
Barry,"""In far too many cases the punishment does not fit the crime."" —President Obama"
Don,"The Democrats want Billions of Dollars for Foreign Aid, but they don’t want to spend a small fraction of that number on properly securing our Border. Figure that one out!"
Don,"On behalf of @FLOTUS Melania and the entire Trump family, I want to wish you all a very MERRY CHRISTMAS! May this Christmas Season bring peace to your hearts, warmth to your homes, cheer to your spirits and JOY TO THE WORLD! #NCTL2018<U+0001F384> https://t.co/XNMJQ5JDSU"
Don,Happy St. Patrick’s Day! <U+2618><U+FE0F> https://t.co/WmuNzJSRr8
Hillary,"I am honored to be endorsed by @HillaryClinton! I was proud to be the ONLY candidate endorsed in Massachusetts -- and 1 of 19 #RunForSomething candidates across the country. Thank you to all the supporters for getting me here! #TeamTram #mapoli 
https://t.co/RrycrFv32a"
Don,"....must stay strong and fight back with vigor. Stop working soooo hard on being politically correct, which will only bring you down, and continue to fight for our Country. The losers all want what you have, don’t give it to them. Be strong &amp; prosper, be weak &amp; die! Stay true...."
Barry,"""The deficit has come down by two-thirds since I've been president."" —President Obama"
Don,Unimaginable loss - Such great people! https://t.co/AV9oi8XuaE
Barry,This article debunks six big myths on climate change: http://t.co/mjYayX3jFc (h/t @goodhousemag) #ActOnClimate
Hillary,We found it civically vital to reprint our recommendation for @HillaryClinton in 4 languages widely spoken here https://t.co/Mvq24FeYwG https://t.co/Ex58cg2dAu
Hillary,The trust of women IS the issue. Pence and Trump don't trust women. Hillary Clinton and Tim Kaine do. #VPdebate
Hillary,It’s Election Day and polls are officially open. When will you vote today? Confirm where to go here: https://t.co/jfd3CXLD1s https://t.co/3yZvIbqzdj
Barry,Get ready—this one is going to be good. https://t.co/nYzRd11fdn #SOTU https://t.co/8l51Ojr0PL
Barry,Keep those you love healthy. Today is the day to #GetCovered at http://t.co/up7RpXH3TY
Barry,"""This team taught all of America's children that playing like a girl means being a badass"" - President @BarackObama. https://t.co/O3eYhNGTGq"
Hillary,The Atlantic makes our third presidential endorsement. Read it here: https://t.co/9ZcbSAmD0j https://t.co/lcG6u02Kgv
Don,"“Border Patrol Agents want the Wall.” Democrat’s say they don’t want the Wall (even though they know it is really needed), and they don’t want ICE. They don’t have much to campaign on, do they? An Open Southern Border and the large scale crime that comes with such stupidity!"
Barry,Don't miss your chance to meet President Obama this summer. Enter before tonight's deadline: https://t.co/GLFCABWEuq
Don,#Walkaway  Walkaway from the Democrat Party movement marches today in D.C. Congratulations to Brandon Straka for starting something very special. @foxandfriends
Don,"....and Safety at the Border, or anywhere else. They know nothing about it and are making our Country unsafe. Our great Law Enforcement professionals MUST BE ALLOWED TO DO THEIR JOB! If not there will be only bedlam, chaos, injury and death. We want the Constitution as written!"
Hillary,"The anniversary of the devastating earthquake 8 years ago is a day to remember the tragedy, honor the resilient people of Haiti, &amp; affirm America’s commitment to helping our neighbors. Instead, we‘re subjected to Trump’s ignorant, racist views of anyone who doesn’t look like him."
Hillary,"What I'm thinking about today:

Khizr Khan:
https://t.co/wrHK7IkBrG

And a vet who fought with those now excluded:
https://t.co/4LhNIT8xVo"
Hillary,"Trump reportedly asked this about nuclear weapons: ""If we have them, why can't we use them?""

We can't let him become president. https://t.co/iP0GDXnIVJ"
Don,"A fantastic proposal Mr.  President! 

Let's get it done! https://t.co/m8bzYGRLTw"
Hillary,"""Get this Donald: nasty women are smart, nasty women are tough, and nasty women vote.” —@ElizabethForMA: https://t.co/uTXX68HXhY"
Don,"The Coyotes and Drug Cartels are in total control of the Mexico side of the Southern Border. They have labs nearby where they make drugs to sell into the U.S. Mexico, one of the most dangerous country’s in the world, must eradicate this problem now. Also, stop the MARCH to U.S."
Barry,Judge Garland deserves fair consideration from the Senate. #DoYourJob https://t.co/gKTzocthGh
Don,"For decades, politicians promised to secure the border, fix our trade deals, bring back our factories, get tough on China, move the Embassy to Jerusalem, make NATO pay their fair share, and so much else - only to do NOTHING (or worse)...."
Don,"Looking like Nick Sandman &amp; Covington Catholic students were treated unfairly with early judgements proving out to be false - smeared by media. Not good, but making big comeback! “New footage shows that media was wrong about teen’s encounter with Native American” @TuckerCarlson"
Don,"“What we’re seeing on Capitol Hill right now is that the Democrats are walking back any charges of Collusion against the President.” @ByronYork @BillHemmer Should never have been started, a disgrace!"
Hillary,"""Our hope is grounded in hard work and hard-earned faith...that we are all precious and worthy, no matter where we come from."" —@FLOTUS"
Hillary,"If the government shutdown lasts beyond tomorrow, domestic violence shelters that rely on federal funding will be forced to begin shutting their doors and closing down hotlines. In so many ways, lives are on the line. https://t.co/h7rySZMm83"
Barry,"The economy added 215,000 jobs in March—a record-breaking 73 months of private-sector job growth."
Barry,"Don’t be sad it’s over, be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers mission that beat all expectations, inspired a new generation of Americans, and demands we keep investing in science that pushes the boundaries of human knowledge."
