bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yrs_old,assess_cd,price
2,1,790,4000,1,3,67,2,399000
2,2,970,5000,1,3,32,4,325000
3,2,2250,8000,1,4,60,9,998800
4,2.5,1530,2248,1.5,3,101,4,350000
4,1.75,1780,11436,1,5,48,8,1000000
3,2.5,2120,5277,2,3,10,8,561000
2,1,1500,6685,1,3,89,8,245000
2,1,1500,6685,1,3,89,3,570000
4,3,2390,4000,1.5,5,84,4,845000
4,2.5,2390,9600,2,3,19,9,314500
3,1.75,2920,9370,1,4,34,9,650000
2,1,850,5000,1,3,108,4,298000
2,1,930,3200,1,3,111,4,500000
4,2.5,3340,12248,2,3,17,12,870000
2,1,710,6732,1,5,73,9,299000
3,2.25,2240,6450,1,3,36,3,527000
3,1,1060,7638,1,5,49,9,420000
3,2.5,2360,8764,2,3,24,10,290000
4,2.75,3520,19200,1,4,64,5,1662000
3,1.75,1730,9334,1,3,38,12,499990
3,1.75,1170,4000,1,3,72,2,315000
4,2.25,3680,26266,2,4,34,2,425000
3,2.5,2900,46609,2,3,28,5,630000
3,1.75,1290,7205,1.5,3,44,2,365000
4,2.75,2010,7000,2,5,114,2,774000
3,1.5,1490,12186,1,4,65,7,368888
4,2.5,1930,7862,2,3,21,1,339500
4,1.75,2240,7500,1,4,59,7,344950
3,2,2320,17688,1,3,63,1,450000
4,2.75,2990,6626,2,3,1,10,814950
4,2.5,2200,5730,2,3,12,8,299900
3,2,1500,7828,1,4,48,8,315000
3,1.75,3860,9000,1,3,45,12,880000
3,1.5,1430,5200,1,4,38,10,195000
5,2.75,3750,8279,2,3,14,7,910000
5,2.5,3100,10189,2,3,13,9,540000
3,2.5,1870,5874,2,3,10,12,306000
4,2.25,2040,7600,1,4,37,11,272000
5,3.5,3700,8504,2,3,65,11,1295000
3,1.75,3150,9258,1,3,45,12,450000
3,2.5,1990,12793,2,3,22,11,450000
4,1,1740,11075,1.5,3,50,9,310000
2,2.25,2080,11285,1,4,61,6,530000
4,2.5,2060,10125,2,4,36,6,435000
3,2,1590,11222,1,4,67,2,485000
3,1.5,1760,4000,2,3,93,2,690000
4,2.5,1620,4000,2,3,7,11,305000
3,1.75,1210,7000,1,3,40,1,300000
4,3,2040,5050,1,3,22,12,289950
3,2.5,2270,9600,2,3,25,3,575000
4,4.5,6640,53330,2,3,22,10,1820000
3,1.5,1060,9600,1,4,53,2,219000
4,3,1940,8170,1,4,67,11,265000
5,3.25,3070,5000,2,3,9,12,1105000
3,1,930,7590,1,3,72,7,200000
4,2.75,2180,8480,1,4,56,12,545000
3,2.5,2130,8404,2,3,24,10,378000
2,1.75,800,4800,1,4,93,8,388000
4,2.25,2200,8384,1,3,56,12,425000
2,1.5,1130,746,2,3,6,3,536000
3,2.5,1970,23180,1,3,78,9,1175000
3,2.5,1680,1620,2,3,1,10,629950
4,1.75,1470,5350,1,3,60,9,465000
4,2.25,2390,40510,1,4,46,2,545000
4,2.5,2300,11165,2,4,36,8,592000
4,2,2280,43692,1,3,58,8,446000
3,2.5,1330,816,3,3,11,2,375000
5,2.5,2640,7096,2,3,12,4,632500
4,1.75,2430,9747,1,3,41,5,459950
4,2.5,2470,35073,2,3,26,2,485000
3,1,1440,11330,1,3,50,11,255000
3,2,1320,7200,1,5,40,9,251750
3,2.5,2810,6300,2,3,14,3,725000
3,3.25,1370,1194,3,3,10,1,460000
3,2.5,2000,6341,1,5,34,1,625000
3,1.75,1980,6760,1,4,42,1,530000
3,2.5,2050,8172,2,3,13,6,394950
4,1.75,2320,9240,1,3,56,8,324950
3,2.25,1960,1985,2,3,12,7,330000
4,1.75,1910,8171,1,3,29,9,220000
3,3.25,2030,11070,2,4,35,3,685000
3,2.25,2210,7680,1,3,43,7,500000
4,2.75,2610,9426,1,3,50,8,368000
3,2.25,2520,7975,2,4,25,10,825000
6,1.75,1840,2774,1,3,115,10,660000
3,1.75,1570,7416,1,4,44,11,253000
4,2.75,2400,19923,1,5,62,12,392500
3,1.75,1930,5400,2,3,37,5,605000
3,1,1160,10384,1,4,46,10,215000
4,2.5,2820,15000,2,4,30,3,650000
4,2,3060,8000,2,4,93,2,877500
3,1,1320,8450,1,3,54,5,232500
2,2,1200,3624,2,3,12,11,234000
3,1.75,1560,104108,1,3,45,9,380000
5,2.25,3070,64033,1,3,32,10,420000
3,1,1040,9600,1,3,37,8,399950
3,2.5,1990,8991,1,3,46,8,256750
3,2.5,1690,9626,2,3,31,2,535000
3,2,1810,2738,2,4,36,3,515000
4,1.75,2520,8442,1,4,62,2,770000
3,2.5,1570,5113,1,3,19,3,256000
3,1,1680,8910,1,4,75,9,489900
3,1.5,1250,7200,1,4,37,4,165000
3,1.5,1280,7742,1,4,53,3,220000
4,2.5,4620,20793,2,4,24,4,575000
3,2.5,1580,5725,2,3,11,6,375000
3,1.75,1650,7145,2,5,38,11,422250
3,1.75,1660,9600,1,3,34,9,420000
4,2.5,2410,7140,2,3,22,4,608000
3,2.25,1720,4000,1.5,4,94,11,620000
3,2.5,3120,12406,2,3,32,7,850000
4,2.5,2680,9928,1,4,41,9,463000
5,1.75,2640,13290,1,4,61,11,750000
3,3.25,3730,13264,2,3,26,2,1070000
3,2,1700,6498,1,3,29,6,290000
4,1.75,2280,5959,1,3,68,9,525000
3,2.25,1220,2980,2,3,29,6,319000
6,4.5,3500,8504,2,3,35,9,592500
3,2.5,2010,14298,2,3,38,1,350000
3,1.75,2130,9775,1,4,42,9,454900
4,2.25,1800,9018,2,3,23,8,272000
3,1,1070,10125,1,3,54,5,357500
3,1.75,1020,5000,1,5,61,6,285000
4,2,1600,6861,1,3,21,4,280000
4,1.5,1380,7800,1,3,87,8,477000
3,2.25,3270,168000,2,4,33,4,750000
4,2.5,2100,3125,2,3,108,8,595000
3,2.25,2110,2850,3,3,14,5,525000
3,1.75,1640,53400,1,4,49,10,319000
3,2,1320,5665,1,3,29,9,225000
4,2.5,2420,10603,1,5,57,4,485000
3,1,1390,4814,1.5,3,107,7,341000
3,3.25,2320,6744,2,3,1,9,674000
3,2.5,2170,8169,2,3,12,12,442250
4,2.25,2710,38180,2,4,38,2,591000
3,2,1450,8928,1,3,17,12,276000
3,2.5,1370,4400,1,3,27,8,394000
3,2.5,1810,3192,1,3,14,8,355000
3,2.5,1420,14850,1,4,52,9,260000
3,2.75,2090,9620,1,3,28,11,300000
3,2.75,2090,9620,1,3,28,11,310000
3,1,1330,6900,1,3,39,3,209000
3,2,1330,7419,1,3,30,3,344950
5,2,1910,7200,1,4,64,6,230000
3,1.75,2310,7680,1,4,37,2,336950
3,2.75,2500,7378,1,5,67,6,700000
3,2,1310,7332,1,3,28,5,230000
4,2.5,2040,21781,2,3,21,5,443500
4,2.5,2040,21781,2,3,21,8,471000
3,2.25,2400,16301,1,3,53,12,595000
3,1,1400,4914,1.5,3,86,9,470000
4,1.75,1700,7800,1,4,40,10,600000
4,3.75,3160,9525,2.5,3,18,10,1381000
3,1.75,1340,13241,1,3,30,6,427800
4,2,1470,8395,1,4,50,7,445000
3,1.75,1790,7679,1,4,62,7,382000
3,1.5,1560,20251,1,5,26,10,577000
3,2.5,2620,108464,2,4,25,1,427000
3,1,1580,8206,1,3,53,4,255000
3,1,1090,10000,1,3,54,1,240000
5,3.25,3240,6551,1.5,4,76,3,1234582
4,1.75,2520,7200,1,5,60,8,435000
3,1.75,2230,13529,1,3,66,10,1450000
4,3,2430,5502,2,3,13,8,425000
2,1,1020,4200,1,5,92,8,393000
4,1,1810,7500,1,2,56,9,264950
4,2.5,3460,9699,2,3,28,1,746500
3,1,2020,8100,1,3,59,2,450000
3,2,1410,7466,1,3,32,4,229950
2,1,750,4000,1,2,82,5,425000
4,2.5,5300,26211,2,2,92,1,2555000
3,2.25,2290,9047,2,4,31,1,753000
2,1,720,5750,1,2,72,5,310000
2,1,1200,6014,1,4,66,2,395000
3,2.5,2620,28703,1,3,30,12,725000
4,3,2120,7650,2,3,51,9,295000
3,1.75,1580,8820,1,4,48,3,225000
3,3.25,4160,35153,3,3,14,11,1699000
3,2.25,1830,8831,1,3,36,12,431000
3,2.5,2000,8057,1,3,17,1,358500
2,1,980,3600,1,3,108,2,595000
4,2.5,3040,20682,2,3,15,6,468000
4,1,1740,8100,1,4,53,12,260000
3,2,1450,7300,1.5,5,60,9,375000
3,2.5,1560,4200,2,3,12,10,295000
4,2.5,2050,8909,1,4,29,6,403900
3,1.75,1760,12823,1,4,59,11,269950
3,3.5,1740,1975,2,3,17,8,640000
3,1,910,8789,1,3,49,10,221000
3,1.75,1700,7532,1,3,28,1,255000
4,2.5,2620,4469,2,3,7,1,300000
3,2.25,1500,7410,1,4,42,11,270000
4,1.75,1630,5750,1,3,68,6,575000
3,1.5,1370,9800,1,5,47,7,246900
2,2.5,1390,1132,2,3,9,8,635000
3,2,1540,67756,1,3,115,11,450000
3,1,1190,7500,1,5,47,1,215000
3,3.5,4500,21870,2,3,11,2,785000
4,3,2370,8154,1,3,38,10,522500
2,1.5,1360,1934,2,4,37,6,150000
2,1.75,870,18537,1,4,69,10,199950
4,4.25,4850,12445,2,5,26,7,3000000
3,2,3110,44967,2,3,16,10,379900
4,2.5,3700,7051,2,3,9,1,950000
6,2.75,3500,5150,2,5,106,1,865000
3,1.75,1670,9600,1,5,54,4,785000
3,2.25,1640,8400,1,3,47,2,245700
3,2.25,3400,12825,1,3,54,9,951000
3,1.75,2060,3500,1,5,64,2,499950
3,1.75,1330,36537,1,4,26,10,257000
3,2,2330,3600,1.5,4,115,2,549000
3,2.75,3040,21052,2,4,35,2,1600000
5,3.75,3700,7920,3,3,32,7,1400000
3,2,1990,3000,1.5,5,88,7,619000
5,3,2020,5917,1,3,22,7,311000
5,2.25,2980,7781,1,3,55,11,600000
4,3.5,3990,5267,2,3,7,2,1080000
2,1,790,6600,1,3,66,12,436000
2,1,1060,8000,1,3,74,10,205000
3,2.25,2260,54014,1,3,53,4,514000
2,2.5,1900,2983,2,3,9,8,530000
5,2.5,3361,6983,2,3,9,6,511000
4,1.75,3550,19865,2,3,53,11,2100000
5,2.5,2740,5460,2,3,10,6,370000
4,1.75,2040,6000,1,5,72,12,500000
4,2.5,4070,129808,2,3,17,2,710000
1,1,720,5196,1,3,104,1,270000
3,1.75,2000,8400,1.5,4,56,11,415000
5,4.5,4400,15580,2,3,12,9,1800000
3,1.75,1300,8976,1,3,48,11,236000
2,2.5,1420,2229,2,3,11,7,278000
3,2.25,1540,5338,1,5,61,3,312000
3,2.25,1540,5338,1,5,61,6,539000
3,3,2360,2750,2,3,32,5,498000
4,3,3720,29043,2,3,24,9,857000
3,1.75,1690,13500,1,4,37,9,780000
3,2,2300,5000,1,4,77,3,650000
4,1.75,1650,7088,1,3,42,12,559500
2,1,990,6448,1,3,67,3,219950
4,2.25,2130,8410,2,4,38,11,671500
4,2.5,3320,52707,2,3,16,7,813000
3,2.25,1960,8875,1,3,50,7,182000
2,1,770,2500,1,3,102,10,203700
4,1.75,2010,3600,1.5,3,113,10,740000
2,1,800,17965,1,4,73,9,230000
3,1,910,11117,1,3,60,10,128000
3,1,1200,6628,1,4,63,12,345000
4,2.5,3570,6246,2,3,10,1,663000
3,2.5,1820,8085,2,3,32,8,329950
3,2.25,2930,7005,3,3,16,5,1047500
3,1.75,1480,4050,1,3,89,2,402300
4,2.5,3305,16164,1.5,5,93,9,492000
4,2.5,2230,5000,1,3,9,1,448000
3,1,1560,7800,1,3,60,11,273000
3,1,1030,7200,1,3,67,12,335000
3,3.75,2380,3600,1.5,3,88,3,695000
3,1,1010,7903,1,3,67,7,279000
2,1.75,2060,2700,1,3,86,4,485000
4,2.5,2370,10580,2,3,49,6,383000
4,2.5,2242,37451,2,3,20,8,490000
2,1.5,1078,1263,2,3,25,7,240000
2,1,890,7250,1,3,72,11,285000
3,1.5,2700,24539,2,3,38,2,524950
4,2.5,2450,27081,2,3,30,3,729000
3,1.75,1420,8250,1,4,55,8,460000
3,1.5,1280,2114,1.5,3,111,3,687500
5,2.75,2910,15118,1,5,43,10,1168000
4,2.25,2430,10050,2,4,36,8,825000
2,2.5,1860,6359,2,3,12,7,314950
3,2,1800,12669,1,3,59,1,470000
3,1.5,1960,8815,1,4,57,1,500000
3,1.5,1550,7260,1.5,2,90,10,313000
2,1,840,3840,1,4,89,3,445000
4,1.75,2080,8750,1,4,48,11,300000
4,2.5,2210,5077,1.5,4,103,6,619500
3,1.5,1210,5240,1,4,32,5,305000
3,2.5,1350,941,3,3,8,12,874000
3,2,1860,5146,2,3,24,7,477500
3,2,1940,4500,1,3,89,6,700000
4,3.5,3400,5222,2,3,10,4,515000
4,2.5,2240,9385,2,3,24,3,590000
3,1.75,1170,8239,1,3,34,5,205000
3,3.25,3130,9302,2,3,28,7,310000
2,2.25,1510,7280,2,3,28,12,442500
4,3.5,3740,41458,2,3,15,3,1078500
4,2.5,2690,46609,2,3,35,8,530000
4,1.75,1760,6204,1,4,65,11,343500
4,1.75,2180,4066,1.5,3,104,1,334900
4,1.75,1560,9000,1,5,46,4,544300
3,2.5,1780,4050,2,3,14,11,370000
3,1.75,1260,6908,1,3,21,8,245000
4,1.75,1570,3250,1.5,5,87,3,535000
2,1,740,6550,1,4,69,4,202000
4,2.25,2020,4960,2,3,77,11,490000
4,1.5,1500,3075,2,5,86,1,651500
4,2.5,1670,8056,1,3,54,2,270000
3,3.5,3620,8072,2,3,16,6,1164000
2,1.5,1010,1309,2,3,8,7,289000
3,1.5,1460,13503,1,4,38,12,240000
3,1.75,1790,6117,1,3,75,1,790000
3,2.25,1760,9621,2,3,20,1,350000
3,3.5,1790,1682,2,3,9,1,246950
3,1,1050,6000,1,3,63,5,400000
4,2.5,2590,6394,2,3,12,8,533000
3,1,1040,8645,1,4,53,1,198400
4,2.5,4060,8547,2,3,8,12,495000
4,2.5,3190,14565,2,3,25,9,862000
4,2.5,3190,14565,2,3,25,7,870000
4,1.75,2180,9726,1,4,49,12,875000
6,3.5,2120,5840,2,5,36,4,317000
4,2.75,2110,6838,2,4,24,2,325000
2,1.5,1210,5000,1.5,5,108,5,615000
4,2.5,2410,7846,2,3,23,11,334950
3,2.5,1980,7807,2,4,26,5,775000
4,2.5,2370,9135,1,4,48,9,600000
3,1.75,1720,2218,1.5,3,84,12,565000
2,1,750,5026,1,4,73,11,292500
3,2.25,2510,10418,1,3,47,3,825000
3,2.5,2577,156816,2,3,15,1,495000
3,1.5,1540,4773,2,3,74,3,525000
1,1,720,2500,1,3,105,4,438600
3,2.25,1810,8158,1,3,31,2,507000
3,1.75,1380,8400,1,3,48,9,275900
4,2.5,2570,6251,2,3,15,12,1170000
4,1.75,1690,6000,1,3,58,1,275000
3,0.75,1420,3060,1,4,92,5,355000
4,2,2130,9579,1,4,47,4,233000
3,2.5,3000,5000,1.5,4,97,6,666000
4,2.5,2150,9000,1,4,36,8,317500
4,2,2280,10319,1,4,26,4,420000
4,2,1560,8800,2,5,73,12,290000
3,2,1880,10758,1,5,63,12,320000
3,2.5,2320,5284,2,3,11,3,650000
3,1.75,1010,7171,1,4,48,9,325000
3,1,1120,5000,1,3,98,7,165000
3,1.75,1560,16194,1,3,54,7,500000
4,1.5,1860,12197,1,3,51,2,443000
3,1.5,1150,8686,1,4,52,5,213400
4,1.75,1920,9380,1,3,51,10,480000
4,2.25,2490,7233,1,3,37,8,275000
3,2.5,1460,3044,2,3,15,1,299880
3,3.5,1820,1501,2,3,1,12,499950
5,3,4290,17100,1,3,43,9,1705000
4,2.75,2230,9460,1,5,55,8,550000
4,2.5,2070,7476,2,3,12,12,300000
3,1.75,2480,4000,1,3,67,9,920000
4,3.25,4110,15929,2,3,14,11,2300000
3,1,1220,20400,1,5,56,9,253500
4,2.75,2620,13777,1.5,4,89,3,978000
4,2.5,3190,9856,2,3,36,11,387500
3,1,850,6906,1,3,67,3,325000
3,2.5,1740,1308,3,3,7,6,568000
4,2.5,2140,7754,2,3,19,6,525000
3,2.5,2070,12708,2,3,19,1,560000
3,2.5,1680,4075,2,3,7,5,394000
2,1,1000,4956,1,4,99,9,484950
3,2.75,3340,12690,1,3,59,12,1295000
3,2.5,1260,2767,2,3,16,3,315000
4,2.25,2430,32496,1,3,22,10,590000
1,1,560,5700,1,3,68,1,106000
3,2.5,3380,9528,2,3,21,11,751000
2,1,1100,3500,1,5,107,4,474000
2,2,1700,3171,1,5,88,8,189000
3,2.5,1600,3172,2,3,13,2,440500
3,2.5,2605,2216,2,4,36,9,1017000
2,2,1850,4667,1,3,5,10,589000
3,2.25,1830,7651,2,3,29,9,273000
3,3.25,3050,18892,1,4,53,6,950000
2,1.5,1240,1055,2,3,48,3,277700
3,2.25,2100,8163,2,3,31,12,299900
3,1,1250,15603,1,4,56,9,235000
2,2,1230,4800,2,3,63,11,464000
3,1.75,1690,9826,1,4,27,7,281000
3,1,1520,8870,1.5,4,64,1,320000
4,2,1890,6302,2,3,18,5,282000
4,1.75,1990,8900,1,4,43,6,745000
3,1.75,1480,3900,1,4,35,6,245000
3,1.75,1480,3900,1,4,35,7,250000
3,2.5,2120,2374,2,3,10,8,470000
3,3.5,1480,1077,2,3,8,12,216650
3,1,1250,8412,1,4,40,3,440000
4,2.5,2010,7972,2,4,26,2,590000
5,2.5,3150,35283,1,3,40,9,935000
3,3.5,3010,5717,2,3,15,6,848000
5,4.25,3920,5823,2,3,15,7,827500
6,3,2880,3192,2,4,96,9,1125000
2,2.25,2550,5663,1,3,4,7,630000
5,1,1120,9022,1.5,4,53,11,340000
4,2.75,3140,10918,1,3,47,7,570000
4,4,4130,5575,2,4,22,11,2750000
4,2.5,2990,9614,1,4,39,8,514500
2,1,1120,12625,1,3,75,2,360000
4,1.5,1570,8775,1,3,72,8,228900
3,2.75,2210,4000,2,3,7,11,660000
4,2.5,2390,5800,2,3,15,7,647000
3,1.75,1520,8625,1,3,39,4,366000
5,1.75,1830,7986,1,4,53,6,354000
4,3.5,2640,5900,2,3,78,6,850000
3,2.5,1740,5782,2,4,26,9,496700
3,2,1550,8300,1,4,50,6,300000
3,1,1040,8075,1,4,54,5,390000
3,2.25,1640,7200,2,4,30,11,350000
3,2.25,1640,7200,2,4,30,4,561000
3,1.75,1260,10065,1,3,61,6,475000
3,1.5,1170,1174,2,3,8,6,275000
3,1.75,1590,13500,1,4,35,5,290000
3,2.5,1750,6725,1,3,22,1,199000
4,2.5,1770,4338,2,3,14,6,279900
4,2.25,3530,5500,2,3,75,2,1655000
3,2.5,2160,10200,1,3,37,1,405000
4,2.25,2360,15860,1,3,38,3,615000
3,1.75,1980,12543,1,3,37,5,268000
4,1.5,1620,5444,1.5,3,60,3,451000
2,2.75,2700,9854,1,3,3,3,850000
5,2.25,3270,16553,2,5,47,2,1180000
2,1,870,6150,1,3,74,12,245000
2,1.75,840,3340,1,3,103,6,450000
3,3.5,1340,1168,2,3,13,10,370350
3,2.5,1540,1256,3,3,11,4,543000
2,2,1650,8975,1,5,73,3,265000
3,2.5,2630,4611,2,3,14,12,497000
4,2.25,1880,9727,1,3,36,4,419000
4,2.5,1980,4500,2,3,26,4,545800
3,1,1500,10730,1,3,38,1,403000
3,2,1230,8235,1.5,3,56,9,195000
4,2.5,2520,2600,2,5,90,8,1125000
5,1.75,1970,8925,1,5,38,12,255000
2,1.5,1520,8040,1,5,64,9,500000
4,2.75,2600,5390,1,4,55,10,855000
4,2,2290,9200,1.5,3,95,6,390000
3,2,1979,8470,1,4,59,12,339000
4,3.5,2170,3672,2,3,110,4,1325000
4,1.5,1820,17918,1,4,53,5,429900
3,1.5,1200,8560,1,4,40,4,370900
3,1,1210,7636,1,4,63,4,457500
4,2.5,1970,2601,2,3,16,2,499000
2,1,1040,11500,1,5,68,5,225000
3,1.75,1920,4000,1,3,65,1,615000
2,1.5,1020,1146,3,3,14,4,455000
3,1,1660,7500,1,4,75,7,458000
3,2.25,1670,7416,1,4,41,10,580000
5,4.5,3810,8019,2,3,7,1,966000
4,1.75,2020,10332,1,3,61,3,240000
1,1,420,3298,1,4,66,4,229050
3,2.25,1390,1407,3,3,11,5,328500
3,1.5,2010,10100,1,4,51,6,319000
4,2,1820,5000,1.5,3,70,4,650000
3,2.5,1630,1971,2,3,19,5,398500
1,1,800,16306,1,2,84,2,250000
3,2,2270,11989,1,4,47,8,815000
3,2.75,2290,5002,2,4,20,9,1065000
3,2.25,2750,219542,2,3,34,12,510000
2,1.75,590,6138,1,2,68,6,156000
4,2.75,2570,7264,2,3,17,2,254500
3,2.5,2050,15020,1,3,55,2,760000
3,2.5,1610,6732,2,3,21,1,210000
3,2.5,2140,7715,2,3,24,1,349950
3,2,1730,6784,2.5,4,73,10,676000
4,3.5,2440,3052,2,3,9,8,475000
4,2.75,3220,4392,1.5,4,84,3,880000
4,3.25,4330,26162,2,3,18,8,1209000
3,1.5,1780,5000,1,4,57,5,420000
3,1,1230,8114,1,4,64,12,607000
4,1.75,2160,19283,2,3,34,5,475000
2,1.75,1400,2500,1,5,99,11,395000
4,1.75,1900,10454,1,4,61,2,650000
5,2.75,2910,85377,1,4,49,1,625000
3,3,2960,42159,2,3,20,9,849000
3,1.5,2010,9480,1,3,64,2,429950
3,2.5,3760,5260,2,3,13,9,825000
2,1,1020,5000,1,4,99,11,505000
2,1,1290,2828,2,3,7,4,265000
3,1,890,8400,1,4,61,8,283000
3,2.75,1620,7500,1,5,36,10,560000
4,2.5,3360,13636,2,3,28,7,765000
5,2.75,2930,31411,1,4,40,7,610000
3,2.5,2940,4799,1,3,19,12,589000
3,1,1080,8580,1.5,3,115,6,192500
3,3.25,4560,13363,1,3,20,8,3200000
2,1.5,1790,3760,1.5,4,87,2,460000
4,2.25,2060,11385,1,4,53,4,264500
3,1,1150,2496,1,3,68,3,339000
4,3.5,4030,4200,3,3,23,1,950000
3,1.75,2020,9718,1,3,59,11,677500
4,2.5,2740,8120,2,3,16,10,690000
4,2.25,1930,7452,1,3,31,5,312000
5,1.75,2500,11617,1,4,49,2,840000
3,3.5,2080,5100,2,3,11,7,357500
3,1.5,1460,6480,1,4,75,2,675000
3,2.75,3290,11441,2,4,27,7,515000
4,2.5,1540,1860,2,3,1,12,491234
3,2,1310,6265,1,3,27,4,290000
4,2.5,2120,7820,1,3,40,7,490000
4,2,2920,10424,1,5,51,11,810000
3,1.5,1150,13200,1,3,59,12,252000
3,2.5,2380,9719,2,3,14,2,299999
3,2.75,2220,5000,2,3,22,10,400000
5,2,3020,6000,1.5,5,90,1,530000
3,2,2460,53882,1,3,60,7,357000
3,1.75,1820,5555,1,4,76,3,365000
4,2.5,2620,5060,2,3,10,9,804000
3,2,1750,2640,1,3,101,7,808250
4,2.5,2020,7289,2,3,21,7,360000
3,1.75,1240,10956,1,3,28,7,240000
2,2,1380,5840,1,3,27,7,335000
3,1.75,1920,8775,1,3,62,7,380000
3,1.75,1680,250470,1,4,75,12,350000
3,1,1400,7955,1,3,51,4,194000
3,1,1240,7194,1,3,79,3,310000
3,1.75,1410,15134,1,3,35,7,315000
3,1.75,1440,8050,1,3,30,4,258950
2,2.25,1230,932,2,3,11,11,479000
5,1.5,1550,9750,1,4,49,10,510000
3,2,1760,6875,1,4,48,4,400000
4,3.5,5000,38012,2,3,11,11,1450000
5,2,2140,5000,1.5,4,102,4,680000
6,3,3510,5760,2.5,4,109,9,1750000
3,1.75,2010,9417,1,4,48,2,335000
5,2.5,3390,9760,1,5,37,9,460000
4,2.25,2160,8119,1,3,49,8,440000
2,2,1300,2983,1,3,9,4,412250
3,1.5,1280,4031,2,4,30,6,185000
3,2,1840,8140,1,4,40,4,286500
4,2.5,3200,6691,2,3,13,8,422000
3,2.25,2800,35362,2,3,30,8,408000
2,1,1390,19988,1,4,66,5,306500
4,2.5,2600,5188,2,3,10,3,359900
3,2.5,1960,6058,2,3,13,2,560000
3,1,1250,21303,1,3,45,6,259875
3,1,1250,21303,1,3,45,3,385000
1,1,550,16345,1,3,70,12,188000
4,3.25,2500,5801,1.5,3,89,5,1142000
3,1,1250,10094,1,4,88,2,255000
4,2.75,3020,8622,2,3,39,8,1185000
4,1.75,1640,4240,1,5,94,12,635200
3,1.75,1870,8250,2,3,59,11,355000
3,2.5,1760,1755,3.5,3,17,1,544000
3,1.5,1320,3145,2,3,17,8,402000
4,1.5,1430,4163,1.5,3,105,6,575000
3,1.75,1580,9705,1,4,38,2,216000
4,3.5,4170,9748,2,3,11,8,1200000
4,3.25,3090,6744,2,3,92,8,850000
3,2,1020,1204,2,3,11,2,238000
4,1.75,2180,4431,1.5,3,103,4,625000
5,3.25,3350,4000,2,4,18,1,1110000
3,2.5,2510,5503,2,3,20,9,820000
3,2.5,1880,5290,1,3,41,1,355000
4,1.5,1810,7998,1,3,55,4,495000
5,2.5,4170,33310,2,4,24,5,1300000
3,2.5,2230,4000,2,3,61,5,398750
4,2.5,3650,7784,2,3,9,5,835000
6,2.75,2830,10579,1,4,48,12,705000
4,1.5,2120,5000,2,4,115,11,625000
4,2.5,2090,6926,2,3,25,1,550000
3,1.5,2600,5085,1,4,75,1,540000
2,1,830,2820,1,4,95,2,519000
4,2.5,1975,8734,2,3,19,8,311000
4,2.5,1900,7000,1,2,47,5,305000
4,2.75,2640,35070,1.5,3,52,10,395000
4,1.5,1610,6923,1,3,46,2,275000
3,3.25,1770,1863,2,3,12,3,450000
2,1,1070,6000,1,3,60,1,324000
5,3.25,4590,12793,2,5,87,12,2795000
4,1.75,1590,7920,2,4,55,11,373000
2,2,1170,1890,1.5,4,88,1,613000
4,2.25,2880,9996,1,4,34,11,614000
4,1.75,2510,8989,1,4,51,11,595000
2,1,1280,12086,1,3,32,1,440000
3,1.5,1570,12412,1,3,61,11,425000
2,1,740,6380,1,3,103,9,407000
3,1.5,1740,9038,1,4,60,1,472000
3,2.5,1180,1262,3,3,5,8,472000
5,2.75,2960,28300,1,4,56,8,1250000
3,1.75,1880,5752,1,4,70,5,412000
3,1,1150,5000,1,3,56,8,717000
3,1,1320,7076,1,4,56,10,425000
4,2,1640,7200,1,5,71,6,299999
3,2,1470,7694,1,4,23,10,254000
3,1,900,10511,1,4,54,11,178500
3,1.75,1510,3600,1,5,105,2,800000
3,1,1440,5623,1,4,93,4,420000
2,1,1380,9251,1,3,75,9,319900
2,1.5,1150,7552,1,3,71,5,350000
6,2.75,3610,17580,1,5,56,9,968000
3,2,1250,1306,3,3,15,4,491000
3,2.5,3510,9824,2,3,13,6,948000
3,2.5,2260,9577,2,3,90,6,900000
3,1.75,2840,9800,1,4,38,4,270000
3,1.5,1430,7347,1,3,35,12,198000
2,1,1420,21158,1,3,62,2,250000
4,2.5,2120,3720,2,3,11,8,615000
3,2.5,2080,7749,2,3,27,8,550000
2,2.5,1370,3438,2,3,28,1,190000
4,2.25,1900,11171,1,3,31,10,629000
3,1.75,1660,8301,1,5,60,8,434000
3,1,1310,4163,1,4,51,9,415885
3,2.5,1840,3035,1,3,89,11,550000
1,0.75,1040,6034,1,3,24,2,272000
3,2.5,2610,35000,2,3,27,7,665000
3,2,1990,7405,1,5,44,11,510000
3,2,3080,17700,1,4,50,6,530000
3,1,1200,16000,1,3,45,3,355000
4,1,1250,9102,1,3,60,3,255000
4,2.75,2640,9000,2,3,25,8,790000
5,1.75,1790,9335,2,5,63,4,695000
2,2,1140,8400,1,2,61,12,255000
3,2.25,1790,5794,1.5,3,30,9,410000
4,2.75,1910,16532,1,4,75,4,650000
4,1.75,1530,3615,1.5,4,102,2,675000
2,2.5,1050,1029,2,3,8,10,332888
3,1.75,1730,6900,1,4,39,5,300000
4,1.5,1100,11824,1,4,61,4,320000
5,2.25,2100,10726,1,4,52,7,342500
4,2.5,2800,72309,2,3,23,9,752875
5,3.5,5000,26540,2,3,7,6,1730000
1,0.5,880,1642,1,3,105,3,255000
3,2.5,1470,9337,2,3,24,3,244000
